id,Product,PMM,Doc_DRI,Doc_type,Content_Title,Description,Update_frequency,Content_status,Last_updated_on,Link,Generated_Keywords
417,ADSelfService Plus,Radhakrishnan,adssp-marketing@zohocorp.com,Comparison document,ADSSP vs. DualShield,Comparison document between ADSSP and Deepnet DualShield,,To be updated,Jun 2024,https://workdrive.zoho.com/file/r01xs5636c215b2444b0893671fc072fe770a,"adselfservice plus, dualshield, comparison, adssp, deepnet"
418,ADSelfService Plus,Radhakrishnan,adssp-marketing@zohocorp.com,Comparison document,ADSSP vs. Duo,Comparison document between ADSSP and DUO,,Under update,Dec 2024,https://writer.zoho.com/writer/open/juvjzee49b733cf3e4025977b4cb9479c48fa,"comparison, adselfservice plus, duo, adssp"
419,ADSelfService Plus,Radhakrishnan,adssp-marketing@zohocorp.com,Solution brief,Maximizing ROI on ADSelfService Plus using its enrollment options,Explains how to enable ADSSP's enrollment features and use them to maximize the ROI,,To be updated,May 2023,https://download.manageengine.com/products/self-service-password/maximizing-return-on-investment-on-password-self-service-using-enrollment.pdf?solutionbriefs,"adselfservice plus, maximizing, roi, adssp, enrollment"
420,ADSelfService Plus,Radhakrishnan,adssp-marketing@zohocorp.com,Solution brief,ADSelfService Plus vs. GPO-based vs. Fine-grained password policy,Compares AD's native GPO-based and fine-grained password policies with ADSelfService Plus's PPE feature,,Under update,2018,https://download.manageengine.com/products/self-service-password/adselfservice-plus-password-policy-enforcer-vs-gpo-based-password-policy-vs-fgpp.pdf?solutionbriefs,"adselfservice plus, based, adssp, gpo, adselfservice"
421,ADSelfService Plus,Radhakrishnan,adssp-marketing@zohocorp.com,Solution brief,ADSelfService Plus proof of concept (PoC),Lists common IAM challenges and how ADSSP helps overcome them,,Under update,May 2023,https://download.manageengine.com/products/self-service-password/document-proof-of-concept.pdf?solutionbriefs,"adselfservice plus, proof, concept, adssp, adselfservice"
422,ADSelfService Plus,Radhakrishnan,adssp-marketing@zohocorp.com,Solution brief,Azure Active Directory Password Protection vs. ManageEngine ADSelfService Plus,Compares AD's Azure AD Password Protection ManageEngine ADSSP,,Under update,June 2019,https://download.manageengine.com/products/self-service-password/azure-ad-password-policy.pdf?solutionbriefs,"adselfservice plus, azure, protection, adssp, password"
423,ADSelfService Plus,Radhakrishnan,adssp-marketing@zohocorp.com,Solution brief,Secure single sign-on for cloud applications,Explains the advantages of ADSSP's SSO feature,,To be updated,2019,https://download.manageengine.com/products/self-service-password/enterprise-secure-single-sign-on-for-cloud-apps.pdf?solutionbriefs,"adselfservice plus, single, sign, secure, adssp"
424,ADSelfService Plus,Radhakrishnan,adssp-marketing@zohocorp.com,Solution brief,Maximize Endpoint Security with adaptive MFA,Explains how to enable the Endpoint MFA feature,,Under update,Feb 2023,https://download.manageengine.com/products/self-service-password/maximize-endpoint-security-with-adaptive-mfa.pdf,"endpoint, adselfservice plus, maximize, mfa, adssp"
425,ADSelfService Plus,Radhakrishnan,adssp-marketing@zohocorp.com,Solution brief,Guide to keeping Active Directory user attributes up-to-date,Explains the advantages of ADSSP's self-service directory update feature,,To be updated,May 2023,https://download.manageengine.com/products/self-service-password/self-update.pdf?solutionbriefs,"adselfservice plus, active, directory, keeping, adssp"
426,ADSelfService Plus,Radhakrishnan,adssp-marketing@zohocorp.com,Solution brief,Self-Service Approval Workflow,Explains how ADSSP's approval workflow feature works,,To be updated,2019,https://download.manageengine.com/products/self-service-password/helpdesk-assisted-password-self-service-with-adselfservice-plus.pdf?solutionbriefs,"self, adselfservice plus, workflow, approval, adssp"
427,ADSelfService Plus,Radhakrishnan,adssp-marketing@zohocorp.com,Solution brief,Extending password support through cached credential update,Explains how to enable the cached credentials update feature,,To be updated,2019,https://download.manageengine.com/products/self-service-password/ebook-on-cached-credentials-over-vpn-for-remote-users.pdf?solutionbriefs,"adselfservice plus, update, extending, adssp, cached"
428,ADSelfService Plus,Radhakrishnan,adssp-marketing@zohocorp.com,Solution brief,Prevent Active Directory password expiration with SMS and email alerts,Explains how the password expiration notification feature works,,To be updated,2019,https://download.manageengine.com/products/self-service-password/password-expiration-prevention.pdf?solutionbriefs,"prevent, adselfservice plus, expiration, adssp, password"
429,ADSelfService Plus,Radhakrishnan,adssp-marketing@zohocorp.com,Solution brief,Increasing productivity through efficient password management,"Describes how to implement SSPR, SSO, and password sync for better password management",,To be updated,May 2023,https://download.manageengine.com/products/self-service-password/efficient-password-management-key-to-increasing-it-productivity.pdf?solutionbriefs,"adselfservice plus, management, increasing, adssp, password"
430,ADSelfService Plus,Radhakrishnan,adssp-marketing@zohocorp.com,Case study,Community bank,Discusses how ADSSP's self-service password reset and account unlock features helped the organization.,,Up-to-date,2019,https://www.manageengine.com/products/self-service-password/case-study/self-service-password-reset-and-account-unlock-helps-community-bank.html,"adselfservice plus, bank, community, adssp, discusses"
431,ADSelfService Plus,Radhakrishnan,adssp-marketing@zohocorp.com,Case study,Wyelands Bank,Discusses how ADSSP's self-service password reset and account unlock features helped the organization.,,Up-to-date,2019,https://www.manageengine.com/products/self-service-password/password-reset-case-study-wyelands-bank.html,"adselfservice plus, bank, adssp, wyelands, discusses"
432,ADSelfService Plus,Radhakrishnan,adssp-marketing@zohocorp.com,Case study,Home Banc,Discusses how ADSSP's self-service password reset and account unlock features helped the organization.,,Up-to-date,2019,https://download.manageengine.com/products/self-service-password/case-study-homebanc.pdf,"adselfservice plus, adssp, discusses, banc, home"
433,ADSelfService Plus,Radhakrishnan,adssp-marketing@zohocorp.com,Case study,Swizznet,Discusses how ADSSP's self-service password reset and account unlock features helped the organization.,,Up-to-date,2019,https://download.manageengine.com/products/self-service-password/password-management-case-study-swizznet.pdf,"self, adselfservice plus, swizznet, adssp, discusses"
434,ADSelfService Plus,Radhakrishnan,adssp-marketing@zohocorp.com,Case study,Hampshire Collegiate School,Discusses how ADSSP's self-service password reset and account unlock features helped the organization.,,Up-to-date,2019,https://download.manageengine.com/products/self-service-password/hampshire-case-study.pdf,"adselfservice plus, school, collegiate, hampshire, adssp"
435,ADSelfService Plus,Radhakrishnan,adssp-marketing@zohocorp.com,Case study,The Principia,Discusses how ADSSP's self-service password reset and account unlock features helped the organization.,,Up-to-date,2019,https://download.manageengine.com/products/self-service-password/case-study-the-principia.pdf,"self, adselfservice plus, principia, adssp, discusses"
436,ADSelfService Plus,Radhakrishnan,adssp-marketing@zohocorp.com,Case study,Time4Learning,Discusses how ADSSP's self-service password reset and account unlock features helped the organization.,,Up-to-date,2019,https://download.manageengine.com/products/self-service-password/password-management-case-study-time4learning.pdf,"self, adselfservice plus, adssp, discusses, time4learning"
437,ADSelfService Plus,Radhakrishnan,adssp-marketing@zohocorp.com,Case study,Maldon District council,Discusses how ADSSP's self-service password reset and account unlock features helped the organization.,,Up-to-date,2019,https://www.manageengine.com/products/self-service-password/case-study-self-service-password-reset-for-maldon-district-council.html,"adselfservice plus, council, district, adssp, maldon"
438,ADSelfService Plus,Radhakrishnan,adssp-marketing@zohocorp.com,Case study,City of Grand Rapids,Discusses how ADSSP's self-service password reset and account unlock features helped the organization.,,Up-to-date,2019,https://download.manageengine.com/products/self-service-password/case-study-grand-rapids.pdf,"adselfservice plus, grand, rapids, adssp, city"
439,ADSelfService Plus,Radhakrishnan,adssp-marketing@zohocorp.com,Case study,Landratsamt Schwarzwald-Baar-Kreis,"Self-service password reset and account unlock, and directory self-update",,Up-to-date,2019,https://download.manageengine.com/products/self-service-password/case-study-administrative-office-schwarzwald-baar-kreis.pdf,"self, adselfservice plus, landratsamt, schwarzwald, adssp"
440,ADSelfService Plus,Radhakrishnan,adssp-marketing@zohocorp.com,Case study,City of Warsaw,Discusses how ADSSP's self-service password reset and account unlock features helped the organization.,,Up-to-date,2019,https://download.manageengine.com/products/self-service-password/warsaw-city-hall-case-study.pdf,"adselfservice plus, city, adssp, discusses, warsaw"
441,ADSelfService Plus,Radhakrishnan,adssp-marketing@zohocorp.com,Case study,Metropolitan Government of Nashville and Davidson County,Discusses how ADSSP's password expiration notification helps the organization,,Up-to-date,2019,https://download.manageengine.com/products/self-service-password/case-study-user-experience.pdf,"metropolitan, adselfservice plus, nashville, government, adssp"
442,ADSelfService Plus,Radhakrishnan,adssp-marketing@zohocorp.com,Case study,Radiology Associates of Ocala,Discusses how ADSSP's password expiration notification and self-service password reset features help the organization,,Up-to-date,2019,https://download.manageengine.com/products/self-service-password/adselfservice-plus-case-study-radiology-ocala-healthcare-password-reset-troubles.pdf,"adselfservice plus, radiology, associates, adssp, password"
443,ADSelfService Plus,Radhakrishnan,adssp-marketing@zohocorp.com,Case study,Centre for Addiction and Mental Health (CAMH),Discusses how ADSSP's self-service password reset and account unlock features helped the organization.,,Up-to-date,2019,https://download.manageengine.com/products/self-service-password/case-study-self-password-management-camh.pdf,"addiction, adselfservice plus, mental, adssp, centre"
444,ADSelfService Plus,Radhakrishnan,adssp-marketing@zohocorp.com,Case study,Kubota Materials Canada Corporation,Discussed how ADSSP's web-based password change feature helps the organization,,Up-to-date,2019,https://download.manageengine.com/products/self-service-password/case-study/kubota-materials-canada-corporation.pdf?source=adssp_customer_success_pdf,"adselfservice plus, kubota, materials, canada, adssp"
445,ADSelfService Plus,Radhakrishnan,adssp-marketing@zohocorp.com,Case study,Kadant,Discussed how ADSSP's password synchronization and self-service password reset features help the organization,,Up-to-date,2019,https://download.manageengine.com/products/self-service-password/case-study-salesforce-password-sync-kadant.pdf,"adselfservice plus, kadant, adssp, discussed, password"
446,ADSelfService Plus,Radhakrishnan,adssp-marketing@zohocorp.com,Case study,Cormar Carpets,Discusses how ADSSP's self-service password reset feature helps the organization,,Up-to-date,2019,https://download.manageengine.com/products/self-service-password/case-study-on-eliminating-password-reset-calls-cormar-carpets.pdf,"adselfservice plus, carpets, cormar, adssp, discusses"
447,ADSelfService Plus,Radhakrishnan,adssp-marketing@zohocorp.com,Case study,Unisource Worldwide Inc.,Self-service password reset,,Up-to-date,2019,https://download.manageengine.com/products/self-service-password/unisource-worldwide-improved-helpdesk-productivity-with-adselfservice-plus.pdf,"inc, adselfservice plus, unisource, adssp, worldwide"
448,ADSelfService Plus,Radhakrishnan,adssp-marketing@zohocorp.com,Case study,"Tokyo Electron US Holdings, Inc.",Discusses how ADSSP's self-service password reset and account unlock features helped the organization.,,Up-to-date,2019,https://download.manageengine.com/products/self-service-password/case-study-tell.pdf,"holdings, adselfservice plus, electron, tokyo, adssp"
449,ADSelfService Plus,Radhakrishnan,adssp-marketing@zohocorp.com,Case study,TXP Corporation,Discusses how ADSSP's self-service password reset and account unlock features helped the organization.,,Up-to-date,2019,https://download.manageengine.com/products/self-service-password/case-study-txp.pdf,"adselfservice plus, corporation, txp, adssp, discusses"
450,ADSelfService Plus,Radhakrishnan,adssp-marketing@zohocorp.com,Case study,Skorpion Zinc,Discusses how ADSSP's self-service password reset and account unlock features helped the organization.,,Up-to-date,2019,https://download.manageengine.com/products/self-service-password/skorpion-zinc-case-study.pdf,"adselfservice plus, skorpion, zinc, adssp, discusses"
451,ADSelfService Plus,Radhakrishnan,adssp-marketing@zohocorp.com,Case study,CIMTAS Group,Discusses how ADSSP's self-service password reset and account unlock features helped the organization.,,Up-to-date,2019,https://download.manageengine.com/products/self-service-password/case-study-cimtas.pdf,"adselfservice plus, group, adssp, discusses, cimtas"
452,ADSelfService Plus,Radhakrishnan,adssp-marketing@zohocorp.com,Case study,Sutton Group,Discusses how ADSSP's self-service password reset and account unlock features helped the organization.,,Up-to-date,2019,https://download.manageengine.com/products/self-service-password/case-study-user-experience.pdf,"adselfservice plus, sutton, group, adssp, discusses"
453,ADSelfService Plus,Radhakrishnan,adssp-marketing@zohocorp.com,Case study,WorkPlaceLive,Discusses how ADSSP's self-service password reset and account unlock features helped the organization.,,Up-to-date,2019,https://www.manageengine.com/products/self-service-password/password-reset-workplacelive-case-study.html,"self, adselfservice plus, workplacelive, adssp, discusses"
454,ADSelfService Plus,Radhakrishnan,adssp-marketing@zohocorp.com,Case study,Wanstor,Self-service password reset and account unlock,,Up-to-date,2019,https://www.manageengine.com/products/self-service-password/wanstor-it-services-password-reset-case-study.html,"self, adselfservice plus, service, wanstor, adssp"
455,ADSelfService Plus,Radhakrishnan,adssp-marketing@zohocorp.com,Case study,NetsourceOne,Discusses how ADSSP's self-service password reset and account unlock features helped the organization.,,Up-to-date,2019,https://www.manageengine.com/products/self-service-password/netsource-password-reset-account-unlock-case-study.html,"self, adselfservice plus, netsourceone, adssp, discusses"
456,ADSelfService Plus,Radhakrishnan,adssp-marketing@zohocorp.com,Case study,Qual IT,Discusses how ADSSP's self-service password reset and account unlock features helped the organization.,,Up-to-date,2019,https://download.manageengine.com/products/self-service-password/selfservice-plus-casestudy-qualit.pdf,"self, adselfservice plus, qual, adssp, discusses"
457,ADSelfService Plus,Radhakrishnan,adssp-marketing@zohocorp.com,Case study,Tata Consultancy Services,Discusses how ADSSP's self-service password reset and account unlock features helped the organization.,,Up-to-date,2019,https://download.manageengine.com/products/self-service-password/tcs-using-adselfservice-plus-for-password-management.pdf,"adselfservice plus, tata, adssp, consultancy, services"
458,ADSelfService Plus,Radhakrishnan,adssp-marketing@zohocorp.com,Case study,ALIGN Technology,Password expiration notification and self-service password reset,,Up-to-date,2019,https://download.manageengine.com/products/self-service-password/casestudy-galbayer.pdf,"adselfservice plus, technology, align, adssp, password"
459,ADSelfService Plus,Radhakrishnan,adssp-marketing@zohocorp.com,Case study,The Henson Group,Self-service password reset and account unlock,,Up-to-date,2019,https://download.manageengine.com/products/self-service-password/the-henson-group-automate-password-self-service-case-study.pdf,"self, adselfservice plus, group, henson, adssp"
460,ADSelfService Plus,Radhakrishnan,adssp-marketing@zohocorp.com,Case study,AUBAY SpA,Password expiration notification and self-service password reset,,Up-to-date,2019,https://download.manageengine.com/products/self-service-password/case-study-aubay.pdf,"adselfservice plus, spa, aubay, adssp, password"
461,ADSelfService Plus,Radhakrishnan,adssp-marketing@zohocorp.com,Case study,Kao Specalities,Password synchronization and self-service password reset,,Up-to-date,2019,https://www.manageengine.com/products/self-service-password/password-sync-and-reset-case-study-kao-specialties-americas-llc.html,"adselfservice plus, kao, adssp, specalities, password"
462,ADSelfService Plus,Radhakrishnan,adssp-marketing@zohocorp.com,Case study,Hirsch Pipe and Supply,Discusses how ADSSP's self-service password reset and account unlock features helped the organization.,,Up-to-date,2019,https://www.manageengine.com/products/self-service-password/hirsch-pipe-and-supply-resetting-passwords-account-unlock-case-study.html,"adselfservice plus, supply, pipe, adssp, hirsch"
463,ADSelfService Plus,Radhakrishnan,adssp-marketing@zohocorp.com,Case study,Acuative,Discusses how ADSSP's self-service password reset and account unlock features helped the organization.,,Up-to-date,2019,https://www.manageengine.com/products/self-service-password/casestudy-acuative-network-technology.html,"self, adselfservice plus, acuative, adssp, discusses"
464,ADSelfService Plus,Radhakrishnan,adssp-marketing@zohocorp.com,Case study,TriMark,Discusses how ADSSP's self-service password reset and account unlock features helped the organization.,,Up-to-date,2019,https://download.manageengine.com/products/self-service-password/tackle-password-problems-for-trimark-case-study.pdf,"self, adselfservice plus, trimark, adssp, discusses"
465,ADSelfService Plus,Radhakrishnan,adssp-marketing@zohocorp.com,Case study,Worldwide Flight Services,Discusses how ADSSP's self-service password reset and account unlock features helped the organization.,,Up-to-date,2019,https://download.manageengine.com/products/self-service-password/case-study-password-manager-for-jfk-internation-airport.pdf,"adselfservice plus, flight, adssp, worldwide, services"
466,ADSelfService Plus,Radhakrishnan,adssp-marketing@zohocorp.com,Case study,Universum Global,Password synchronization and self-service password reset,,Up-to-date,2019,https://download.manageengine.com/products/self-service-password/case-study-user-experience.pdf,"adselfservice plus, universum, adssp, global, password"
467,ADSelfService Plus,Radhakrishnan,adssp-marketing@zohocorp.com,Case study,Marshall Associates,Discusses how ADSSP's self-service password reset and account unlock features helped the organization.,,Up-to-date,2019,https://download.manageengine.com/products/self-service-password/case-study-user-experience.pdf,"marshall, adselfservice plus, associates, adssp, discusses"
468,ADSelfService Plus,Radhakrishnan,adssp-marketing@zohocorp.com,Case study,Lane4,Password synchronization and self-service password reset,,Up-to-date,2019,https://download.manageengine.com/products/self-service-password/password-synchronization-case-study-by-lane4.pdf,"adselfservice plus, synchronization, lane4, adssp, password"
469,ADSelfService Plus,Radhakrishnan,adssp-marketing@zohocorp.com,Case study,Downers Grove Park District,Discusses how ADSSP's self-service password reset and account unlock features helped the organization.,,Up-to-date,2019,https://www.manageengine.com/products/self-service-password/account-unlock-case-study-by-downers-grove-park-district.html,"adselfservice plus, downers, grove, adssp, park"
470,ADSelfService Plus,Radhakrishnan,adssp-marketing@zohocorp.com,Case study,Acis Group,Discusses how ADSSP's self-service password reset and account unlock features helped the organization.,,Up-to-date,2019,https://download.manageengine.com/products/self-service-password/case-study-user-experience.pdf,"adselfservice plus, group, adssp, acis, discusses"
471,ADSelfService Plus,Radhakrishnan,adssp-marketing@zohocorp.com,Case study,Morey's Seafood International LLC,Discusses how ADSSP's self-service password reset and account unlock features helped the organization.,,Up-to-date,2019,https://download.manageengine.com/products/self-service-password/password-management-case-study-moreys-seafood-international.pdf,"adselfservice plus, seafood, international, adssp, morey"
472,ADSelfService Plus,Radhakrishnan,adssp-marketing@zohocorp.com,Case study,Interglobe,Discusses how ADSSP's self-service password reset and account unlock features helped the organization.,,Up-to-date,2019,https://www.manageengine.com/products/self-service-password/case-study/end-user-password-management-helps-interglobe-enterprises.html,"self, adselfservice plus, interglobe, adssp, discusses"
473,ADSelfService Plus,Radhakrishnan,adssp-marketing@zohocorp.com,Case study,"Rak Bank, India",Discusses how ADSSP's self-service password reset and account unlock features helped the organization.,,Up-to-date,2019,https://www.youtube.com/embed/ABtJokpmtfQ?rel=0;autoplay=1&rel=1,"adselfservice plus, rak, bank, adssp, india"
474,ADSelfService Plus,Radhakrishnan,adssp-marketing@zohocorp.com,Case study,Mohammed Al Naboodah Holding,Discusses how ADSSP's self-service password reset and account unlock features helped the organization.,,Up-to-date,2019,https://www.youtube.com/embed/d4csIkcOZKE?rel=0;autoplay=1&rel=1,"adselfservice plus, naboodah, mohammed, adssp, holding"
475,ADSelfService Plus,Radhakrishnan,adssp-marketing@zohocorp.com,Case study,Bracewell and Guiliani LLP,"Password expiration notification, self-service password reset and self-service account unlock",,Up-to-date,2019,https://www.youtube.com/embed/NM4A7qLYy2A?rel=0;autoplay=1&rel=1,"self, adselfservice plus, service, adssp, password"
476,ADSelfService Plus,Radhakrishnan,adssp-marketing@zohocorp.com,Case study,"Total Safety US., Inc.",Discusses how ADSSP's self-service password reset and account unlock features helped the organization.,,Up-to-date,2019,https://www.youtube.com/embed/_jaMKipOIBU?rel=0;autoplay=1&rel=1,"inc, adselfservice plus, total, safety, adssp"
477,ADSelfService Plus,Radhakrishnan,adssp-marketing@zohocorp.com,Case study,"Aubay SpA, Italy",Password expiration notification and self-service password reset,,Up-to-date,2019,https://www.youtube.com/embed/V-WYoSUyd6M?rel=0;autoplay=1&rel=1,"adselfservice plus, spa, aubay, adssp, password"
478,ADSelfService Plus,Radhakrishnan,adssp-marketing@zohocorp.com,Case study,City of El Paso,Discusses how ADSSP's self-service password reset and account unlock features helped the organization.,,Up-to-date,2019,https://www.youtube.com/embed/V5LpIMiUmGQ?rel=0;autoplay=1&rel=1,"adselfservice plus, adssp, paso, discusses, city"
479,ADSelfService Plus,Radhakrishnan,adssp-marketing@zohocorp.com,Case study,"National Library, Australia",Discusses how ADSSP's self-service password reset and account unlock features helped the organization.,,Up-to-date,2019,https://www.youtube.com/embed/DduelnmOjCA?rel=0;autoplay=1&rel=1,"adselfservice plus, australia, adssp, library, national"
480,ADSelfService Plus,Radhakrishnan,adssp-marketing@zohocorp.com,E-book or guide,Three password management practices for efficient IGA in 2020,Describes three password security best practices to be included in an IGA strategy,,Up-to-date,,https://download.manageengine.com/products/self-service-password/best-security-practices-for-identity-governance-and-administration.pdf?solutionbriefs,"practices, adselfservice plus, three, adssp, password"
481,ADSelfService Plus,Radhakrishnan,adssp-marketing@zohocorp.com,E-book or guide,Is unprotected VPN access a gateway to vulnerabilities?,Explains 5 reasons to protect enterprise VPN access with MFA,,Up-to-date,,https://download.manageengine.com/products/self-service-password/five-reasons-to-protect-enterprise.pdf?solutionbriefs,"adselfservice plus, access, vpn, adssp, unprotected"
482,ADSelfService Plus,Radhakrishnan,adssp-marketing@zohocorp.com,E-book or guide,The essential guide to securing RDP and VPN access to sensitive resources,Describes how to implement advanced authentication methods to secure RDP and VPN access,,Up-to-date,,https://download.manageengine.com/products/self-service-password/secure-rdp-and-vpn-access-with-mfa.pdf?solutionbriefs,"adselfservice plus, access, vpn, rdp, adssp"
483,ADSelfService Plus,Radhakrishnan,adssp-marketing@zohocorp.com,E-book or guide,NIST password guidelines vs current industry practices,Compares the NIST password guidelines with standard enterprise password practices,,Up-to-date,,https://download.manageengine.com/products/self-service-password/ebook-on-nist-password-standards.pdf?solutionbriefs,"adselfservice plus, guidelines, nist, adssp, password"
484,ADSelfService Plus,Radhakrishnan,adssp-marketing@zohocorp.com,E-book or guide,Reinventing cybersecurity for government organizations,Details some cybersecurity challenges faced by govt. organizations and provides a solution,,Up-to-date,,https://download.manageengine.com/products/self-service-password/reinventing-cybersecurity-with-adselfservice-plus.pdf?solutionbriefs,"adselfservice plus, cybersecurity, reinventing, organizations, adssp"
485,ADSelfService Plus,Radhakrishnan,adssp-marketing@zohocorp.com,E-book or guide,Thwarting common password attack methods,"Discusses weak passwords, common password attacks and solutions",,Up-to-date,,https://download.manageengine.com/products/self-service-password/ebook-active-directory-password-policy-enforcer.pdf?solutionbriefs,"common, adselfservice plus, thwarting, adssp, password"
486,ADSelfService Plus,Radhakrishnan,adssp-marketing@zohocorp.com,E-book or guide,Increasing productivity through efficient password management,"Describes how to implement SSPR, SSO, and password sync for better password management",,Up-to-date,,https://download.manageengine.com/products/self-service-password/efficient-password-management-key-to-increasing-it-productivity.pdf?solutionbriefs,"adselfservice plus, management, increasing, adssp, password"
487,ADSelfService Plus,Radhakrishnan,adssp-marketing@zohocorp.com,E-book or guide,Optimizing password management in educational institutions,Details solutions to common password management issues faced by educational institutions,,Up-to-date,,https://download.manageengine.com/products/self-service-password/active-directory-password-management-for-educational-institutions.pdf?solutionbriefs,"adselfservice plus, management, adssp, educational, password"
488,ADSelfService Plus,Radhakrishnan,adssp-marketing@zohocorp.com,E-book or guide,The administrator's guide to simplifying password management,Explains how to simplify password management for admins using ADSelfService Plus,,Up-to-date,,https://download.manageengine.com/products/self-service-password/adselfserviceplus-administrator-guide.pdf?solutionbriefs,"administrator, adselfservice plus, management, adssp, password"
489,ADSelfService Plus,Radhakrishnan,adssp-marketing@zohocorp.com,E-book or guide,Beginner’s guide to Azure AD Password Protection,Explains how to protect Azure AD passwords using ADSSP,,Up-to-date,,https://download.manageengine.com/products/self-service-password/azure-ad-password-protection.pdf?solutionbriefs,"adselfservice plus, azure, adssp, beginner, password"
490,ADSelfService Plus,Radhakrishnan,adssp-marketing@zohocorp.com,E-book or guide,Why passwords are here to stay and how you can manage them better?,Discusses the how to better manage passwords and how MFA provides additional security,,Up-to-date,,https://download.manageengine.com/products/self-service-password/passwords-are-here-to-stay.pdf?solutionbriefs,"adselfservice plus, better, manage, adssp, passwords"
491,ADSelfService Plus,Radhakrishnan,adssp-marketing@zohocorp.com,E-book or guide,Single sign-on and how it helps meet regulatory compliance,Explains how an organization can reap the benefits of SSO,,Up-to-date,,https://download.manageengine.com/products/self-service-password/single-sign-on-security-and-compliance.pdf?solutionbriefs,"adselfservice plus, helps, single, sign, adssp"
492,ADSelfService Plus,Radhakrishnan,adssp-marketing@zohocorp.com,E-book or guide,Buyer's guide to self-service password reset solution,Details important factors to consider when purchasing a self-service password reset solution,,Up-to-date,,https://download.manageengine.com/products/self-service-password/self-service-password-management-solution-buyers-guide.pdf?solutionbriefs,"self, adselfservice plus, service, adssp, password"
493,ADSelfService Plus,Radhakrishnan,adssp-marketing@zohocorp.com,E-book or guide,"Three lethal, uncommon cyberattacks that can wreak havoc in your organization",Discussed 3 types of password-mediated cyberattacks and how to thwart them.,,Up-to-date,,https://download.manageengine.com/products/self-service-password/tips-to-reduce-the-risk-of-cyber-security-attacks.pdf?solutionbriefs,"adselfservice plus, three, cyberattacks, adssp, lethal"
494,ADSelfService Plus,Radhakrishnan,adssp-marketing@zohocorp.com,E-book or guide,"Making IT more efficient, active directory and cloud based services' password management","Explains how SSPR, SSO, and password sync helps enterprise processes more efficient.",,Up-to-date,,https://download.manageengine.com/products/self-service-password/self-password-reset-cloud-single-signon-whitepaper.pdf,"adselfservice plus, making, efficient, adssp, password"
495,ADSelfService Plus,Radhakrishnan,adssp-marketing@zohocorp.com,E-book or guide,Streamlining cloud access and improving security with Active Directory-based single sign-on,"Describes how to improving security with
Active Directory-based single sign-on.",,Up-to-date,,https://download.manageengine.com/products/self-service-password/active-directory-based-secure-single-sign-on-solution-for-enterprise-cloud-apps-whitepaper.pdf,"adselfservice plus, active, improving, adssp, security"
496,ADSelfService Plus,Radhakrishnan,adssp-marketing@zohocorp.com,E-book or guide,ManageEngine ADSelfService Plus iPhone app for password management,Introduction to ADSelfService Plus' iOS app,,To be updated,Aug 2024,https://www.youtube.com/watch?v=g2cIWvvSuow,"adselfservice plus, manageengine, app, adssp, adselfservice"
497,ADSelfService Plus,Radhakrishnan,adssp-marketing@zohocorp.com,E-book or guide,ADSelfService Plus - Mobile Apps for Password Self-Service Management,Introduction to ADSelfService Plus' mobile app,,To be updated,2014,https://youtu.be/w0T3uO66W4s,"adselfservice plus, apps, adssp, mobile, adselfservice"
498,ADSelfService Plus,Radhakrishnan,adssp-marketing@zohocorp.com,E-book or guide,End-user self-service password reset tutorial from Windows 10 logon screen using ADSelfService Plus,Learn how to reset domain passwords from the login screen using ADSelfService Plus' self-service password reset feature,,To be updated,2023,https://youtu.be/MgGKYbalnOk,"self, adselfservice plus, reset, service, adssp"
499,ADSelfService Plus,Radhakrishnan,adssp-marketing@zohocorp.com,E-book or guide,Active Directory + Salesforce password synchronization from ADSelfService Plus mobile app.,Learn how to sync passwords between AD and Salesforce using ADSelfService Plus,,To be updated,2019,https://youtu.be/3pgM-3-SrE8,"adselfservice plus, active, salesforce, adssp, adselfservice"
500,ADSelfService Plus,Radhakrishnan,adssp-marketing@zohocorp.com,E-book or guide,Configuring Office 365 SAML SSO with ADSelfService Plus,Learn how to configure SSO for Office 365 using ADSelfService Plus,,To be updated,2019,https://youtu.be/nFY1dF114X4,"office, adselfservice plus, 365, adssp, sso"
501,ADSelfService Plus,Radhakrishnan,adssp-marketing@zohocorp.com,E-book or guide,How to manually backup the ADSelfService Plus database,Learn how to manually backup the ADSelfService Plus database,,To be updated,2016,https://youtu.be/wWQQ1yYuun8,"adselfservice plus, backup, manually, adssp, adselfservice"
502,ADSelfService Plus,Radhakrishnan,adssp-marketing@zohocorp.com,E-book or guide,How to manually restore a backup of ADSelfService Plus database,Learn how to manually restore the ADSelfService Plus database from a backup,,To be updated,2016,https://youtu.be/618LFFB2QtQ,"adselfservice plus, backup, manually, adssp, restore"
503,ADSelfService Plus,Radhakrishnan,adssp-marketing@zohocorp.com,E-book or guide,How to schedule an automatic backup of ADSelfService Plus database,Learn who to schedule an routine automatic backup of the ADSelfService Plus database using the product portal,,To be updated,2016,https://youtu.be/ai1k7rD-Q-g,"adselfservice plus, backup, automatic, schedule, adssp"
504,ADSelfService Plus,Radhakrishnan,growth-marketing@zohocorp.com,Case study,Dairygold,"Discusses how ADSSP's MFA, self-service password reset and account unlock features helped the organization.",,Up-to-date,2025,https://www.manageengine.com/active-directory-360/manage-and-protect-identities/case-studies/diarygold-cooperative-society-adselfservice-plus.html,"adselfservice plus, mfa, adssp, discusses, dairygold"
